"","kingdom","phylum","class","order","family","genus","species"
"c494d53c53296409816214bc15e24ebf","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","metagenome"
"c2b891246a6569743b9541ac865f6905","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium",NA
"75951163664e333f61f6a8be03b8fc98","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter","Ambiguous_taxa"
"daaad95f4823132027349eab93657e58","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis",NA
"79da0efd7c8bc272ed93fc644dc5d944","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured Rubrobacteria bacterium","unclassified"
"848fe1e4b08cb8b30cb7c74b1be9a75c","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Cystobacter",NA
"66dab50962e1791cd3e6ab748e873c55","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium pectinovorum"
"c0726ce0aea5256ac69f88ab25b6c4af","Bacteria","Chloroflexi","Gitt-GS-136","uncultured Chloroflexi bacterium","unclassified","unclassified","unclassified"
"b3e9d2a870af50d242814cfd439328b2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"f821afb72c4f9758ee03f4e874f949a4","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",NA
"220967129a74fded5353339524b80b43","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"14e58ae6eb25023675dc8b824b93073f","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","metagenome","unclassified"
"a5e06facaa03b9615e5fabb50f66c815","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"f8042680fb6bfa59c140ed447b6a707f","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"8cc187095095b623fdeca64fcf3d7630","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","DS-100","Ambiguous_taxa","unclassified","unclassified"
"1f75cc74cedf0dbdaddbf4ac54e9cb84","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured Chloroflexi bacterium","unclassified"
"785997d616149dcb19845475565087e4","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"4ad9e53f8d65e6cc20b73d2a9f17cd32","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"45814ea29aa992cb0262f6de0245f267","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"2a80d15a4ffc773509a0d121d47ab997","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum",NA
"c24efed9dba18cfff780ebe15a876c99","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Stenotrophobacter",NA
"969980a04efcccb9065293f24980337d","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"e91e44537081101282ada5a941a20669","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","uncultured Nocardioides sp."
"dd60f0b1e9c366193ca4bfb2966f20c3","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Ambiguous_taxa"
"58675a7c12e28b9e29adcae1e22d0b9a","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"afcb56aa946de13754c70e95e35aa02e","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured","Aquimonas sp. enrichment culture clone 03SUJ1"
"7442eeb6e8ba8ea66bae2e5e17a0d9a4","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Mycetocola","Ambiguous_taxa"
"ec9e03850fde3c561eed72b9a2800855","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","uncultured bacterium","unclassified"
"838cdc4f6f566696dcce4ed88b242166","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium",NA
"a568230081b5848f259ad8f0f4ac274b","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","unclassified"
"bb2de46728b3c66eb58647b090b9b5cd","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","uncultured bacterium"
"b8111bf735a8aca28b7d22a81c0e67eb","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",NA
"b2dfab39d2416ccdb9ef90efbe944909","Bacteria","Chloroflexi","Gitt-GS-136","uncultured bacterium","unclassified","unclassified","unclassified"
"577aad56533417516a8b8d8d2eb9d130","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured bacterium"
"e548244f25ea8a11e3aee1c964d21522","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","uncultured Chloroflexi bacterium"
"bb635deac11414ccaca45ecdd7367574","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"cf5bf20d5f97ee9372b7729c0bc39ed1","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ea6147321b56e6c0a4c44fe358e72cd4","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera","Ambiguous_taxa"
"662f9d19a70ef4604d05eaba74cb885a","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","Ambiguous_taxa"
"348edb151eab799bd922266ca8c775b2","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","unclassified"
"a70f2b076a6a6699e65c0c1d66b25432","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"9be6326688e514e331751c39a94a3d97","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","metagenome"
"be2e25efe2e8dfc80a9290e017a46321","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia",NA
"276e5dc40e878025ede422bb2498d46f","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria","Ambiguous_taxa"
"af0b6ece82f6f2f18a91ca9be22cb42d","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Aridibacter","uncultured bacterium"
"e9532e276fb2a63cee5efe85d006664f","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"4db69dfc984e64353316ba3bb1f27ef9","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"076f0963f82df191b8fa57bc859edf6d","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Chloroflexi bacterium"
"ccc66a496221dec826ae21e857aba60b","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured Thermomicrobia bacterium","unclassified"
"9d1d2ff0326f87badf886522188e7fdc","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured verrucomicrobium DEV009"
"58cf9c28a464e54a55348ce866a31917","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"06271196cffccbac4e44f58efea69461","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"5f9ca037a1dbe7ed54267af901d6047d","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured Acidobacterium sp."
"adca1ed6724d1b825e6c40b9f0ff2461","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium",NA
"be5a3dcceac1539dffe85bdcf50e2242","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"bb4bd2b6163edc235d4209160f36c20b","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"a5afed66095746cd4e287b4cae8b34c6","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"6e02ff3180a8be06e5c31278aaa1b1e4","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"fd5bded0a8c91a0295b58e67d3d0d923","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Ambiguous_taxa"
"c3c9fadc259c43876af47891a91e19f4","Bacteria","Acidobacteria","Subgroup 6","uncultured Saccharibacillus sp.","unclassified","unclassified","unclassified"
"d99749767e7f243838b30dd0ce4b5eed","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"94ff54ad9a9448825e8f5dd42fa96433","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"529b35cef220e07e4dba1756481a2f94","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured bacterium"
"19822d8e647bbac61921814d49a3f705","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured Solirubrobacter sp.","unclassified"
"11b64b1e08f381e94784f223b8632b51","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured bacterium"
"c29514aa5124b17916067d7adedd5bc2","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"0b065a5fc88ce2d761a6aab548258820","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured bacterium"
"9b8f2a3472cd509fc73b1c727ace0629","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",NA
"e94f578f99f01cd1640620ad334dcfb2","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium",NA
"4bfd480c62c40e43a0626648bccde1d4","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","uncultured","uncultured bacterium"
"eb9e2c31b5032b8cdbc0a90e4d4c48bd","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"f62f5266777863c19be46aa4e4c4958d","Bacteria","Acidobacteria","Subgroup 17","uncultured Acidobacteria bacterium","unclassified","unclassified","unclassified"
"0b3859a2f1407bc04910c2d8d4bfc6a6","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","uncultured bacterium"
"7abec46b6096992f5ebeb907a3b4e3a5","Bacteria","Chloroflexi","KD4-96","Ambiguous_taxa","unclassified","unclassified","unclassified"
"00200e4c5d4c36e369c5a2768f36a175","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",NA
"8edc1d0ee51e6cc436756b835b82563d","Bacteria","Acidobacteria","Subgroup 6","unidentified","unclassified","unclassified","unclassified"
"6167441122c79326181347d104a87a8a","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","unclassified"
"df2b6d6ddce471868b1397aee85ea524","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","unclassified"
"5e2ddfb43a7c362ad61bcc91765e7452","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured bacterium","unclassified"
"406f4c84aba58822376e5f122c58a55c","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured",NA
"d94d27317addf3b7834e045f24028c36","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"042c7cd102eb76467728f4530d47a5bb","Bacteria","Acidobacteria","Subgroup 6","uncultured microorganism","unclassified","unclassified","unclassified"
"c39e34f1cabe505642f27ce6d61222a3","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"e5b5227478d8be09ee56ccd6d146c826","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"6f6bf149d95d13d948e371f10b97792b","Bacteria","BRC1","uncultured Acidobacteria bacterium","unclassified","unclassified","unclassified","unclassified"
"63e4c8adeecc129d232d26a4a2f2c52e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Ambiguous_taxa"
"8d8da8ef8d4da0647667b915516fd418","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured Verrucomicrobia bacterium"
"b5a6d4771d3734263560f69574ef01d1","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","DS-100","Ambiguous_taxa","unclassified","unclassified"
"840f169e61f37e2b284c937dd9288bf9","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"a7919aa36b2cc8e9917f7a813d251a75","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"e65318b902be16df82a1ce69aae9b5cf","Bacteria","Acidobacteria","Subgroup 6","metagenome","unclassified","unclassified","unclassified"
"bc9348d17e9d0d2b2f67421faa36a02d","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Brevifollis","uncultured bacterium"
"ea9775039ac9ac3ac82f3bad09aac748","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","uncultured Chloroflexi bacterium","unclassified"
"84ad47ebb0618c7dd1397b6166f203c0","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio",NA
"3726576dccecd52e5fb6798415bf159d","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",NA
"ba4a5a35a12a68c7b0b1639eded30dd5","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured bacterium"
"d17ec4fcfa31c537dd6c2ecf49c13e1a","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"8fe37343892931039963080629931139","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured bacterium","unclassified"
"c770600afb53543fe7e80745e944b26b","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","uncultured","uncultured bacterium"
"66239846b653e0046d9d0d48b1d59681","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"55a7e7c44355a948ea991f57c20ec38c","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","Ambiguous_taxa"
"c1260146ea5fa23556c7d40ea65b3836","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",NA
"9356e3cc393e26e3fbc9b6e71128c583","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhodoferax",NA
"c64c512168ff8d187fc2d78226740bae","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"f0060941b39f306a55123dd832e558a0","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","unclassified"
"8090febd6f1b8ca3daad62babeea71aa","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"726f137d48a9a16971165106f5accbc3","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"212db670033db35dd035eb8dcf03e9ec","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","uncultured",NA
"b0cc5242479f24197023430683c5c710","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus","uncultured bacterium"
"4e6b45ba79ac96e85d3b835437998158","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured Acidimicrobidae bacterium","unclassified"
"fb0a31df75955e691726409f164bdb37","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter",NA
"dd43a843130220e5f000f14e63c3caf2","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","uncultured bacterium"
"3cde4a4eb4a8a390cf257d4ec158dfa9","Bacteria","Cyanobacteria","Sericytochromatia","uncultured soil bacterium","unclassified","unclassified","unclassified"
"3a5f6755a25094a3af79b19fd44ac9b9","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"0dfdcb95e28a1e83de6ebc800a7465c6","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"cef7207626db3839324b0b9f919b4125","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"18617522f4df83323d6b221479b87f66","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"063513e9e7e4ab472861150380650cfb","Bacteria","Acidobacteria","Subgroup 6","uncultured microorganism","unclassified","unclassified","unclassified"
"00798572eac1aff850dc41cdd1b2c04a","Bacteria","Chloroflexi","KD4-96","Ambiguous_taxa","unclassified","unclassified","unclassified"
"084392ce89af4079f3ad36e53d508ace","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"b851e9f5a232cd72a7e0b750d7340111","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus fascians"
"7c9f45d81cd9e12194802db3f3253d6f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","uncultured bacterium","unclassified"
"7aebe0e3c318c43ea6beb2ed11281ace","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Ambiguous_taxa"
"87ed23a0ef354f4402c874e252a8c602","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lautropia","Ambiguous_taxa"
"94b6bb5ed48fdec73210d561a0cfdb17","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"94062bd2168130f2b1dbfbff8b3c22d9","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"7ea22c46afb254fddc538fc59aead8da","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","uncultured Acidimicrobidae bacterium","unclassified"
"4f76dcc0b090d326e538046da9ed6830","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus","uncultured bacterium"
"74fd79e8e3fa0fbde97d02f96d845651","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Ambiguous_taxa"
"f8614969e160a1347dc46036d4db78ae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"68f75251f5c2414003dc756b631a5789","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"490d1675ccd99bbd266babe27b9275d2","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"d35396e3b1cfa318b0b2464fc2089055","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
